name,basekV,latitude,longitude
d5799561-2_int,7.2,46.68128498,-119.1182286
q16483,7.2,46.6822,-119.1121
l2955076,7.2,46.68482166,-119.1154831
m1142851,7.2,46.68308242,-119.11739
196-31070,7.2,46.68319532,-119.117585
r42247,7.2,46.6822144,-119.1122683
m1142843,7.2,46.6819893,-119.1154851
l2955078,7.2,46.68121912,-119.116098
l3081380,7.2,46.68147938,-119.1172784
l2692660,7.2,46.68274862,-119.1149293
l2955077,7.2,46.68259678,-119.1165373
m1149233,7.2,46.68218458,-119.1129483
d5861005-2_int,7.2,46.68324516,-119.1176542
l3048965,7.2,46.6820779,-119.114612
q16483_cap,7.2,46.6822,-119.1122
p829976,7.2,46.6818716,-119.1155788
area_15area_16,7.2,46.6818716,-119.1155788
area_16area_23,7.2,46.6818716,-119.1155788
area_16area_44,7.2,46.6818716,-119.1155788
