name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d6138609-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2691951,0.0,0.0,0.0,0.0,10.17,2.55
 ,n1139542,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827523,0.0,0.0,0.0,0.0,0.0,0.0
138380c0b,l2879076,0.0,0.0,0.0,0.0,4.07,1.02
 ,m1089122,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089132,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3029503,0.0,0.0,0.0,0.0,6.1,1.53
 ,m1069202,0.0,0.0,0.0,0.0,0.0,0.0
138371c0b,l2879073,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
 ,m1069205,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069208,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069213,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069215,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069der480-1,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069217,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2841626,0.0,0.0,0.0,0.0,4.07,1.02
302807c0b,l3235266,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
 ,l2801950,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069224,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069230,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069226,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5712486-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069227,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2748133,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
 ,l3085399,0.0,0.0,0.0,0.0,6.1,1.53
302804c0b,l3141399,0.0,0.0,0.0,0.0,15.26,3.82
 ,m1069210,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3010567,0.0,0.0,0.0,0.0,6.1,1.53
 ,l2785524,0.0,0.0,0.0,0.0,6.1,1.53
 ,m1069201,0.0,0.0,0.0,0.0,0.0,0.0
302834c0b,l2841625,0.0,0.0,0.0,0.0,4.07,1.02
138776c0b,l3010566,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
2127390c0b,l2860486,0.0,0.0,0.0,0.0,6.1,1.53
302809c0b,l2954350,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
 ,m1069206,0.0,0.0,0.0,0.0,0.0,0.0
302810c0b,l3178977,0.0,0.0,0.0,0.0,6.1,1.53
 ,l3160105,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
138343c0b,l3010565,0.0,0.0,0.0,0.0,4.07,1.02
 ,l3104126,0.0,0.0,0.0,0.0,4.07,1.02
 ,l2691945,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1069218,0.0,0.0,0.0,0.0,0.0,0.0
302805c0b,l2954351,0.0,0.0,0.0,0.0,6.1,1.52
138374c0b,l2691950,0.0,0.0,0.0,0.0,10.169999999999998,2.5500000000000003
138346c0b,l2916609,0.0,0.0,0.0,0.0,6.1,1.53
227678342c0b,l2727795,0.0,0.0,0.0,0.0,6.1,1.53
228445756c0b,l2972704,0.0,0.0,0.0,0.0,6.1,1.53
 ,l3263051,0.0,0.0,0.0,0.0,10.170000000000002,2.55
 ,l2897775,0.0,0.0,0.0,0.0,10.17,2.55
 ,l3235251,0.0,0.0,0.0,0.0,6.1,1.53
 ,m1069199,0.0,0.0,0.0,0.0,0.0,0.0
21396606c0b,l2785525,0.0,0.0,0.0,0.0,10.17,2.54
 ,l3085400,0.0,0.0,0.0,0.0,10.17,2.55
 ,p860892,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1139543,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_25area_24,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_24area_19,406.220000000044,101.83000000001108,423.2,106.0600000000148,575.6,144.29000000001142
 ,area_24area_26,170.28000000000608,42.67000000000154,394.060000000007,98.81000000000174,270.59000000000003,67.81
 ,area_24area_66,0.0,0.0,0.0,0.0,31.53,7.91
