name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d6198039-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3123452,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1125962,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1125960,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3214069,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1125952,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3214071,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1125947,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1125944,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142875,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142874,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142871,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142869,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142868,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3030197,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142865,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142863,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142860,0.0,0.0,0.0,0.0,0.0,0.0
260551c0b,l3160872,0.0,0.0,0.0,0.0,15.260000000000002,3.82
 ,q1301,0.0,0.0,0.0,0.0,0.0,0.0
21474711c0b,l2861197,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
260573c0b,l3160896,0.0,0.0,0.0,0.0,6.1,1.52
260567c0b,l2936211,0.0,0.0,0.0,0.0,6.1,1.53
 ,l2842329,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
 ,p901936,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1125955,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1125957,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3236004,0.0,0.0,0.0,0.0,6.1,1.52
 ,m1125959,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1125961,0.0,0.0,0.0,0.0,0.0,0.0
 ,p903490,0.0,0.0,0.0,0.0,0.0,0.0
 ,p829956,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3160861,0.0,0.0,0.0,0.0,4.07,1.02
260553c0b,l2711225,0.0,0.0,0.0,0.0,6.1,1.53
 ,l3030200,0.0,0.0,0.0,0.0,6.1,1.53
 ,n1141480,0.0,0.0,0.0,0.0,0.0,0.0
 ,p895113,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2895496,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142873,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3160862,0.0,0.0,0.0,0.0,6.1,1.53
260561c0b,l3104850,0.0,0.0,0.0,0.0,10.170000000000002,2.55
2224061203c0b,l3552667,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1125974,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1125979,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2917255,0.0,0.0,0.0,0.0,10.17,2.55
 ,p895111,0.0,0.0,0.0,0.0,0.0,0.0
260569c0b,l3104796,0.0,0.0,0.0,0.0,10.17,2.55
 ,p895112,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3048962,13.3,3.34,0.0,0.0,0.0,0.0
 ,p895114,0.0,0.0,0.0,0.0,0.0,0.0
 ,p901941,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3251799,13.3,3.33,0.0,0.0,0.0,0.0
 ,n1141479,0.0,0.0,0.0,0.0,0.0,0.0
260552a0b,l3198348,17.740000000000002,4.44,0.0,0.0,0.0,0.0
260552a0b,area_16area_44,0.0,0.0,0.0,0.0,0.0,0.0
260552a0b,area_44area_43,588.6,147.5,646.0699999998981,161.95,423.27000000003306,106.09000000000827
