name,bus,P1,Q1,P2,Q2,P3,Q3
 ,e184626,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1166377,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1166376,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2842384,0.0,0.0,0.0,0.0,4.07,1.02
 ,m1149236,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1149235,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5563942-4_int,0.0,0.0,0.0,0.0,0.0,0.0
260639c0b,l3030203,0.0,0.0,0.0,0.0,10.17,2.55
 ,l3179673,0.0,0.0,0.0,0.0,6.1,1.53
260638c0b,l3160871,0.0,0.0,0.0,0.0,10.17,2.54
 ,p829975,0.0,0.0,0.0,0.0,0.0,0.0
 ,p829974,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2805034,3.55,0.89,0.0,0.0,0.0,0.0
 ,area_14area_15,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_15area_16,771.2800000000402,193.29000000001014,809.5299999999454,202.91000000000642,686.6700000000641,172.110000000005
