name,bus,P1,Q1,P2,Q2,P3,Q3
 ,e192201,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209800,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209797,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209791,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209790,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209788,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209787,0.0,0.0,0.0,0.0,0.0,0.0
21386877a0b,l2823611,5.32,1.3299999999999998,0.0,0.0,0.0,0.0
20107636a0b,l3030204,8.87,2.23,0.0,0.0,0.0,0.0
 ,m1186072,0.0,0.0,0.0,0.0,0.0,0.0
 ,p829957,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209795,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2936268,0.0,0.0,0.0,0.0,6.1,1.52
 ,l2839332,0.0,0.0,0.0,0.0,0.0,0.0
218472a0b,l2936270,8.870000000000001,2.22,0.0,0.0,0.0,0.0
 ,l3086078,8.87,2.22,0.0,0.0,0.0,0.0
 ,m4118755,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209782,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3217057,3.55,0.8899999999999999,0.0,0.0,0.0,0.0
 ,p903354,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3217056,17.74,4.44,0.0,0.0,0.0,0.0
 ,area_5area_13,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_13area_14,982.35,246.2,984.6199999999004,246.81000000001808,888.0300000001007,222.57000000000625
 ,area_13area_74,0.0,0.0,0.0,0.0,251.2,62.970000000000006
